날짜,고객ID,성별,연령대,상품카테고리,결제금액,반품여부,재구매여부
2024-06-23,C189,남,50대,화장품,33000,N,Y
2024-06-23,C199,남,50대,의류,128000,N,N
2024-06-24,C013,남,20대,화장품,91000,N,N
2024-06-24,C027,남,20대,의류,22000,N,Y
2024-06-24,C090,여,30대,의류,75000,N,Y
2024-06-24,C094,여,30대,화장품,43000,Y,Y
2024-06-24,C110,여,40대,화장품,22000,N,N
2024-06-24,C146,여,40대,의류,44000,N,N
2024-06-24,C163,남,50대,의류,124000,N,N
2024-06-24,C178,여,50대,의류,21000,N,N
2024-06-24,C183,남,50대,식품,36000,N,N
2024-06-24,C190,여,50대,가전,53000,N,Y
2024-06-25,C036,여,20대,의류,116000,N,Y
2024-06-25,C036,여,20대,의류,119000,N,N
2024-06-25,C044,여,20대,화장품,91000,N,N
2024-06-25,C059,남,30대,의류,51000,N,Y
2024-06-25,C079,남,30대,도서,31000,N,Y
2024-06-25,C113,남,40대,식품,62000,N,N
2024-06-25,C124,여,40대,의류,130000,N,N
2024-06-25,C126,여,40대,의류,123000,N,N
2024-06-25,C132,여,40대,식품,19000,N,N
2024-06-25,C162,여,50대,가전,155000,N,N
2024-06-26,C020,여,20대,식품,46000,N,N
2024-06-26,C082,여,30대,의류,57000,Y,N
2024-06-26,C100,여,30대,화장품,107000,N,Y
2024-06-26,C119,남,40대,식품,17000,N,N
2024-06-26,C133,남,40대,식품,12000,N,N
2024-06-26,C133,남,40대,가전,106000,N,N
2024-06-26,C174,여,50대,도서,10000,N,Y
2024-06-26,C198,여,50대,식품,49000,N,N
2024-06-26,C200,여,50대,도서,16000,N,Y
2024-06-27,C002,여,20대,가전,168000,N,Y
2024-06-27,C029,남,20대,화장품,55000,N,N
2024-06-27,C039,남,20대,도서,17000,N,N
2024-06-27,C092,여,30대,가전,243000,N,Y
2024-06-27,C101,남,40대,식품,15000,N,Y
2024-06-27,C102,여,40대,가전,263000,N,Y
2024-06-27,C105,남,40대,화장품,111000,Y,N
2024-06-27,C108,여,40대,의류,99000,N,Y
2024-06-27,C131,남,40대,의류,23000,N,N
2024-06-27,C143,남,40대,식품,21000,N,N
2024-06-27,C150,여,40대,의류,68000,N,N
2024-06-27,C156,여,50대,가전,288000,N,N
2024-06-27,C165,남,50대,가전,73000,N,N
2024-06-27,C185,남,50대,의류,167000,N,N
2024-06-27,C199,남,50대,도서,16000,N,Y
2024-06-28,C014,여,20대,가전,265000,N,Y
2024-06-28,C023,남,20대,가전,,N,Y
2024-06-28,C040,여,20대,도서,31000,N,N
2024-06-28,C046,여,20대,식품,43000,N,Y
2024-06-28,C061,남,30대,식품,23000,N,Y
2024-06-28,C066,여,30대,의류,50000,Y,N
2024-06-28,C078,여,30대,가전,240000,N,N
2024-06-28,C107,남,40대,의류,46000,Y,N
2024-06-28,C160,여,50대,화장품,45000,N,N
2024-06-28,C168,여,50대,의류,172000,N,N
2024-06-28,C182,여,50대,의류,177000,N,Y
2024-06-28,C193,남,50대,의류,60000,Y,Y
2024-06-29,C007,남,20대,의류,85000,N,N
2024-06-29,C074,여,30대,화장품,38000,N,Y
2024-06-29,C102,여,40대,식품,19000,N,Y
2024-06-29,C114,여,40대,의류,73000,N,Y
2024-06-29,C118,여,40대,가전,342000,N,N
2024-06-29,C122,여,40대,의류,166000,N,Y
2024-06-29,C125,남,40대,가전,282000,N,N
2024-06-29,C150,여,40대,가전,165000,N,N
2024-06-29,C170,여,50대,의류,99000,N,N
2024-06-29,C187,남,50대,식품,13000,N,N
2024-06-29,C195,남,50대,도서,25000,N,N
2024-06-30,C013,남,20대,식품,,N,N
2024-06-30,C054,여,30대,가전,,N,N
2024-06-30,C056,여,30대,의류,32000,Y,N
2024-06-30,C078,여,30대,가전,260000,N,Y
2024-06-30,C081,남,30대,가전,141000,N,N
2024-06-30,C170,여,50대,화장품,111000,N,N
